Tag,Player 1 Pokemon 1,Player 1 Pokemon 2,Player 1 Pokemon 3,Player 1 Pokemon 4,Player 1 Pokemon 5,Player 1 Pokemon 6,Player 2 Pokemon 1,Player 2 Pokemon 2,Player 2 Pokemon 3,Player 2 Pokemon 4,Player 2 Pokemon 5,Player 2 Pokemon 6
2330720017,Hippowdon,Reuniclus,Ferrothorn,Excadrill,Magnezone,Latios,Skarmory,Jellicent,Scizor,Garchomp,Latios,Jirachi
2330758448,Jirachi,Landorus-Therian,Breloom,Reuniclus,Latios,Rotom-Wash,Abomasnow,Blissey,Gliscor,Jirachi,Starmie,Kyurem
2330800699,Politoed,Tentacruel,Ferrothorn,Keldeo-Resolute,Thundurus-Therian,Latios,Breloom,Heatran,Rotom-Wash,Jirachi,Latias,Landorus-Therian
2330834246,Jirachi,Rotom-Wash,Excadrill,Landorus-Therian,Tyranitar,Latios,Seismitoad,Mamoswine,Latios,Jirachi,Starmie,Dragonite
2330836153,Tyranitar,Excadrill,Jellicent,Conkeldurr,Garchomp,Landorus-Therian,Garchomp,Terrakion,Starmie,Dragonite,Scizor,Breloom
2330849800,Abomasnow,Latios,Garchomp,Jirachi,Kyurem-Black,Reuniclus,Dragonite,Garchomp,Heatran,Latios,Keldeo,Excadrill
2330868998,Ninetales,Darmanitan,Victini,Salamence,Chansey,Cobalion,Dragonite,Garchomp,Heatran,Latios,Keldeo,Excadrill
2331025235,Starmie,Krookodile,Dragonite,Crobat,Rotom-Wash,Dusclops,Bronzong,Crawdaunt,Reuniclus,Conkeldurr,Gengar,Nidoqueen
2331045467,Tyranitar,Landorus-Therian,Ferrothorn,Excadrill,Keldeo-Resolute,Latias,Politoed,Rotom-Wash,Keldeo,Ferrothorn,Latios,Jirachi
2331321403,Politoed,Skarmory,Ferrothorn,Tentacruel,Chansey,Gliscor,Breloom,Landorus-Therian,Gastrodon,Latias,Scizor,Tyranitar
2331374020,Reuniclus,Tyranitar,Excadrill,Conkeldurr,Bronzong,Gyarados,Alakazam,Reuniclus,Landorus-Therian,Conkeldurr,Celebi,Heatran
2331451865,Alomomola,Amoonguss,Quagsire,Chansey,Blissey,Forretress,Mamoswine,Jirachi,Gyarados,Heracross,Kyurem-Black,Excadrill
2332022612,Politoed,Latios,Ferrothorn,Keldeo,Excadrill,Thundurus-Therian,Keldeo-Resolute,Latios,Jirachi,Rotom-Wash,Mamoswine,Starmie
2332337771,Tyranitar,Alakazam,Rotom-Wash,Landorus-Therian,Latios,Ferrothorn,Latios,Rotom-Wash,Landorus-Therian,Tyranitar,Alakazam,Skarmory
2332449495,Hippowdon,Reuniclus,Ferrothorn,Latios,Rotom-Wash,Excadrill,Landorus-Therian,Ferrothorn,Tyranitar,Keldeo,Alakazam,Latios
2332456323,Abomasnow,Walrein,Ferrothorn,Tentacruel,Garchomp,Reuniclus,Politoed,Keldeo-Resolute,Jirachi,Tentacruel,Ferrothorn,Thundurus-Therian
2332501713,Ninetales,Excadrill,Heatran,Moltres,Dugtrio,Jellicent,Tyranitar,Reuniclus,Breloom,Garchomp,Gengar,Jirachi
2332567055,Salamence,Dragonite,Magnezone,Latios,Jirachi,Terrakion,Landorus-Therian,Tyranitar,Slowking,Garchomp,Breloom,Jirachi
2333057988,Azelf,Celebi,Heatran,Excadrill,Zapdos,Breloom,Garchomp,Blissey,Suicune,Scizor,Zoroark,Alakazam
2333087012,Gliscor,Tyranitar,Latios,Excadrill,Amoonguss,Magnezone,Rotom-Wash,Starmie,Politoed,Ferrothorn,Gyarados,Garchomp
2333198646,Tyranitar,Excadrill,Rotom-Wash,Landorus-Therian,Latios,Alakazam,Politoed,Tentacruel,Breloom,Jirachi,Garchomp,Gyarados
2333338496,Volcarona,Hydreigon,Mamoswine,Magnezone,Toxicroak,Politoed,Tornadus,Gyarados,Politoed,Ferrothorn,Tentacruel,Excadrill
2333363021,Kyurem,Magnezone,Scizor,Starmie,Salamence,Landorus-Therian,Politoed,Latios,Ferrothorn,Keldeo,Excadrill,Thundurus-Therian
2333399484,Politoed,Latios,Ferrothorn,Keldeo,Excadrill,Thundurus-Therian,Politoed,Ferrothorn,Dragonite,Excadrill,Latios,Keldeo-Resolute
2333637424,Volcarona,Hydreigon,Mamoswine,Magnezone,Toxicroak,Politoed,Jirachi,Scizor,Celebi,Gyarados,Heatran,Starmie
2333739093,Abomasnow,Garchomp,Jirachi,Starmie,Mamoswine,Latios,Skarmory,Tyranitar,Alakazam,Latios,Keldeo,Excadrill
2333916134,Breloom,Landorus-Therian,Latios,Rotom-Wash,Jirachi,Magnezone,Breloom,Heatran,Rotom-Wash,Jirachi,Latias,Landorus-Therian
2334224685,Conkeldurr,Garchomp,Starmie,Mamoswine,Scizor,Salamence,Politoed,Jirachi,Scizor,Starmie,Dragonite,Ferrothorn
2334225757,Politoed,Jirachi,Scizor,Starmie,Dragonite,Ferrothorn,Politoed,Gastrodon,Starmie,Volcarona,Toxicroak,Bronzong
2334524561,Tyranitar,Heatran,Garchomp,Skarmory,Jellicent,Hydreigon,Breloom,Heatran,Rotom-Wash,Jirachi,Latias,Landorus-Therian
2334661729,Archeops,Garchomp,Dragonite,Scizor,Starmie,Volcarona,Alomomola,Amoonguss,Quagsire,Chansey,Blissey,Xatu
2334671797,Rotom-Wash,Landorus-Therian,Tyranitar,Alakazam,Keldeo,Excadrill,Alomomola,Amoonguss,Quagsire,Chansey,Blissey,Xatu
2334811592,Volcarona,Hydreigon,Mamoswine,Magnezone,Toxicroak,Politoed,Tyranitar,Rotom-Wash,Latios,Ferrothorn,Alakazam,Landorus-Therian
2334938522,Politoed,Jirachi,Scizor,Starmie,Ferrothorn,Dragonite,Politoed,Latios,Ferrothorn,Keldeo,Excadrill,Thundurus-Therian
2334953237,Politoed,Jirachi,Thundurus-Therian,Starmie,Ferrothorn,Dragonite,Politoed,Latios,Ferrothorn,Keldeo,Excadrill,Thundurus-Therian
2335023718,Politoed,Latios,Ferrothorn,Keldeo,Excadrill,Thundurus-Therian,Tyranitar,Heatran,Garchomp,Skarmory,Jellicent,Hydreigon
2335046278,Scizor,Salamence,Gyarados,Volcarona,Breloom,Mamoswine,Weavile,Jirachi,Celebi,Garchomp,Rotom-Wash,Starmie
2335051704,Politoed,Jirachi,Thundurus-Therian,Starmie,Ferrothorn,Dragonite,Politoed,Latios,Ferrothorn,Keldeo,Excadrill,Thundurus-Therian
2335068647,Politoed,Latios,Ferrothorn,Keldeo,Excadrill,Thundurus-Therian,Hippowdon,Skarmory,Clefable,Starmie,Gliscor,Jirachi
2335069866,Politoed,Ferrothorn,Tentacruel,Keldeo,Landorus-Therian,Latios,Jirachi,Scizor,Celebi,Gyarados,Heatran,Starmie
2335085161,Tyranitar,Excadrill,Gliscor,Skarmory,Amoonguss,Alakazam,Jirachi,Scizor,Celebi,Gyarados,Heatran,Starmie
2335094621,Jirachi,Scizor,Celebi,Gyarados,Heatran,Starmie,Scizor,Magnezone,Landorus-Therian,Starmie,Dragonite,Garchomp
2335150344,Mew,Garchomp,Tornadus,Kyurem-Black,Scizor,Gyarados,Tyranitar,Ferrothorn,Magnezone,Latios,Garchomp,Reuniclus
2335176989,Keldeo-Resolute,Latios,Jirachi,Rotom-Wash,Mamoswine,Starmie,Politoed,Ferrothorn,Keldeo,Tentacruel,Latios,Thundurus-Therian
2335425218,Hippowdon,Skarmory,Clefable,Starmie,Gliscor,Jirachi,Conkeldurr,Jirachi,Reuniclus,Terrakion,Dragonite,Starmie
2335774143,Abomasnow,Kyurem-Black,Magnezone,Latios,Jirachi,Garchomp,Politoed,Latios,Ferrothorn,Keldeo,Excadrill,Thundurus-Therian
2335782931,Abomasnow,Kyurem-Black,Magnezone,Latios,Jirachi,Garchomp,Politoed,Latios,Ferrothorn,Keldeo,Excadrill,Thundurus-Therian
2335818575,Politoed,Latios,Ferrothorn,Keldeo,Excadrill,Thundurus-Therian,Keldeo-Resolute,Latios,Jirachi,Rotom-Wash,Mamoswine,Starmie
2335980431,Tyranitar,Landorus-Therian,Jirachi,Latios,Terrakion,Rotom-Wash,Politoed,Starmie,Latios,Gyarados,Metagross,Scizor
2336015599,Forretress,Blissey,Tyranitar,Xatu,Jellicent,Gliscor,Ferrothorn,Garchomp,Starmie,Mamoswine,Dragonite,Magnezone
2336364224,Forretress,Blissey,Tyranitar,Xatu,Jellicent,Gliscor,Ferrothorn,Garchomp,Starmie,Mamoswine,Dragonite,Magnezone
2336473483,Abomasnow,Blissey,Gliscor,Jirachi,Starmie,Kyurem,Skarmory,Tentacruel,Chansey,Gliscor,Jellicent,Quagsire
2336592124,Jirachi,Scizor,Celebi,Gyarados,Heatran,Starmie,Garchomp,Mamoswine,Magnezone,Kyurem-Black,Tentacruel,Rotom-Wash
2337197589,Jirachi,Rotom-Wash,Latios,Ferrothorn,Landorus-Therian,Keldeo,Tyranitar,Ferrothorn,Heatran,Landorus-Therian,Excadrill,Latios
2337331881,Alomomola,Amoonguss,Quagsire,Chansey,Blissey,Xatu,Tyranitar,Garchomp,Skarmory,Hydreigon,Excadrill,Jellicent
2337361748,Keldeo-Resolute,Starmie,Scizor,Thundurus-Therian,Honchkrow,Conkeldurr,Tyranitar,Forretress,Xatu,Gliscor,Blissey,Jellicent
2337397425,Tyranitar,Garchomp,Rotom-Wash,Landorus-Therian,Jirachi,Latios,Tyranitar,Garchomp,Skarmory,Hydreigon,Excadrill,Jellicent
2337407018,Alomomola,Amoonguss,Quagsire,Chansey,Blissey,Xatu,Abomasnow,Garchomp,Dragonite,Jirachi,Starmie,Kyurem-Black
2337413166,Tyranitar,Garchomp,Skarmory,Hydreigon,Excadrill,Jellicent,Alomomola,Amoonguss,Quagsire,Chansey,Blissey,Xatu
2337434662,Garchomp,Volcarona,Dragonite,Breloom,Starmie,Scizor,Alomomola,Amoonguss,Quagsire,Chansey,Blissey,Xatu
2337443289,Alomomola,Amoonguss,Quagsire,Chansey,Blissey,Xatu,Garchomp,Volcarona,Dragonite,Breloom,Starmie,Scizor
2337661904,Keldeo,Jirachi,Excadrill,Dragonite,Celebi,Weavile,Landorus-Therian,Metagross,Celebi,Conkeldurr,Donphan,Jirachi
2338163109,Tyranitar,Ferrothorn,Heatran,Landorus-Therian,Alakazam,Latios,Rotom-Wash,Landorus-Therian,Tyranitar,Alakazam,Keldeo,Excadrill
2338190513,Archeops,Garchomp,Dragonite,Scizor,Starmie,Volcarona,Tyranitar,Alakazam,Latios,Landorus-Therian,Skarmory,Jellicent
2338430106,Jirachi,Landorus-Therian,Salamence,Kyurem-Black,Scizor,Starmie,Latios,Jirachi,Rotom-Wash,Mamoswine,Starmie,Dragonite
2338475503,Ninetales,Darmanitan,Volcarona,Chansey,Starmie,Xatu,Keldeo,Jirachi,Excadrill,Dragonite,Celebi,Weavile
2338630483,Tyranitar,Ferrothorn,Heatran,Landorus-Therian,Alakazam,Latios,Latios,Jirachi,Rotom-Wash,Mamoswine,Starmie,Dragonite
2338806206,Lucario,Garchomp,Togekiss,Milotic,Roserade,Spiritomb,Gyarados,Kyurem-Black,Terrakion,Mamoswine,Volcarona,Magnezone
2338995805,Landorus-Therian,Metagross,Celebi,Conkeldurr,Donphan,Ditto,Abomasnow,Kyurem-Black,Forretress,Blissey,Landorus-Therian,Jellicent
2339009988,Politoed,Tornadus,Starmie,Landorus-Therian,Salamence,Ferrothorn,Politoed,Tentacruel,Ferrothorn,Keldeo-Resolute,Thundurus-Therian,Latios
2339473560,Alakazam,Ferrothorn,Keldeo-Resolute,Mamoswine,Thundurus-Therian,Tyranitar,Ninetales,Volcarona,Victini,Xatu,Cresselia,Excadrill
2339771174,Breloom,Aerodactyl,Starmie,Gengar,Scizor,Dragonite,Smeargle,Gengar,Skarmory,Ditto,Liepard,Drapion
2339924922,Keldeo,Jirachi,Excadrill,Dragonite,Celebi,Weavile,Dragonite,Garchomp,Bronzong,Reuniclus,Lucario,Conkeldurr
2339932922,Infernape,Latios,Garchomp,Starmie,Jirachi,Thundurus-Therian,Dragonite,Ferrothorn,Tentacruel,Chansey,Forretress,Jellicent
2340364990,Tyranitar,Alakazam,Latios,Ferrothorn,Keldeo,Landorus-Therian,Forretress,Blissey,Tyranitar,Xatu,Jellicent,Gliscor
2340372069,Tyranitar,Skarmory,Alakazam,Landorus-Therian,Scizor,Gengar,Tyranitar,Alakazam,Latios,Ferrothorn,Keldeo,Landorus-Therian
2340373553,Ninetales,Kyurem-Black,Slowbro,Hitmontop,Landorus-Therian,Heatran,Tyranitar,Alakazam,Latios,Ferrothorn,Keldeo,Landorus-Therian
2340409717,Gyarados,Excadrill,Latios,Gengar,Dragonite,Jirachi,Abomasnow,Gliscor,Forretress,Jirachi,Kyurem-Black,Jellicent
2340548495,Tyranitar,Mamoswine,Rotom-Wash,Latios,Landorus-Therian,Reuniclus,Forretress,Blissey,Tyranitar,Xatu,Jellicent,Gliscor
2340571829,Landorus-Therian,Garchomp,Starmie,Jirachi,Dragonite,Lucario,Kyurem-Black,Garchomp,Conkeldurr,Starmie,Bisharp,Scyther
2340582687,Ninetales,Tentacruel,Sableye,Chansey,Heatran,Cresselia,Staraptor,Dragonite,Excadrill,Tornadus,Kyurem-Black,Jirachi
2340921594,Hippowdon,Clefable,Skarmory,Jellicent,Latios,Alakazam,Politoed,Latios,Ferrothorn,Keldeo,Excadrill,Thundurus-Therian
2341025604,Tyranitar,Landorus-Therian,Ferrothorn,Keldeo,Excadrill,Latios,Tyranitar,Garchomp,Excadrill,Jellicent,Skarmory,Alakazam
2341049930,Jirachi,Scizor,Celebi,Gyarados,Heatran,Starmie,Politoed,Keldeo-Resolute,Jirachi,Tentacruel,Ferrothorn,Thundurus-Therian
2341069643,Jirachi,Landorus-Therian,Breloom,Reuniclus,Latios,Rotom-Wash,Abomasnow,Blissey,Gliscor,Jirachi,Starmie,Kyurem
2341263558,Tyranitar,Alakazam,Latios,Ferrothorn,Keldeo,Landorus-Therian,Tyranitar,Latios,Landorus-Therian,Ferrothorn,Rotom-Wash,Excadrill
2341483473,Dragonite,Politoed,Toxicroak,Thundurus-Therian,Starmie,Ferrothorn,Tyranitar,Latios,Landorus-Therian,Ferrothorn,Alakazam,Excadrill
2341676244,Lucario,Azelf,Dragonite,Garchomp,Starmie,Volcarona,Breloom,Gyarados,Ferrothorn,Jellicent,Hitmontop,Heatran
2341729140,Alomomola,Ambipom,Scizor,Salamence,Skarmory,Keldeo,Volcarona,Hydreigon,Mamoswine,Ferrothorn,Politoed,Blastoise
2341807125,Tyranitar,Ferrothorn,Landorus-Therian,Excadrill,Latias,Latios,Excadrill,Rotom-Wash,Celebi,Tyranitar,Landorus-Therian,Keldeo
2341896947,Abomasnow,Garchomp,Dragonite,Jirachi,Starmie,Kyurem-Black,Politoed,Toxicroak,Latios,Jirachi,Dragonite,Tentacruel
2342275855,Excadrill,Garchomp,Tyranitar,Scizor,Skarmory,Gengar,Lucario,Azelf,Dragonite,Garchomp,Starmie,Volcarona
2342279610,Abomasnow,Walrein,Ferrothorn,Tentacruel,Garchomp,Reuniclus,Politoed,Keldeo-Resolute,Jirachi,Tentacruel,Ferrothorn,Thundurus-Therian
2342287261,Tyranitar,Gliscor,Ferrothorn,Reuniclus,Latios,Alakazam,Tyranitar,Landorus-Therian,Excadrill,Garchomp,Celebi,Rotom-Wash
2342291973,Jirachi,Scizor,Celebi,Gyarados,Heatran,Starmie,Garchomp,Terrakion,Starmie,Dragonite,Scizor,Breloom
2342324984,Tyranitar,Skarmory,Amoonguss,Latios,Garchomp,Mienshao,Skarmory,Scizor,Gengar,Dragonite,Keldeo,Garchomp
2342355664,Politoed,Keldeo-Resolute,Jirachi,Tentacruel,Ferrothorn,Thundurus-Therian,Jirachi,Scizor,Celebi,Gyarados,Heatran,Starmie
2342361933,Politoed,Keldeo-Resolute,Jirachi,Tentacruel,Ferrothorn,Thundurus-Therian,Abomasnow,Landorus-Therian,Starmie,Volcarona,Dragonite,Jirachi
2342363393,Jirachi,Scizor,Celebi,Gyarados,Heatran,Starmie,Politoed,Keldeo-Resolute,Jirachi,Tentacruel,Ferrothorn,Thundurus-Therian
2342950104,Skarmory,Landorus-Therian,Tyranitar,Latios,Jellicent,Lucario,Breloom,Heatran,Rotom-Wash,Jirachi,Latias,Landorus-Therian
2342953382,Froslass,Latios,Scizor,Garchomp,Alakazam,Dragonite,Hippowdon,Ferrothorn,Magnezone,Latios,Excadrill,Reuniclus
2343464088,Latios,Rotom-Wash,Landorus-Therian,Tyranitar,Alakazam,Ferrothorn,Mamoswine,Politoed,Jirachi,Thundurus-Therian,Tentacruel,Ferrothorn
2343497936,Seismitoad,Celebi,Cobalion,Landorus-Therian,Tyranitar,Excadrill,Excadrill,Jirachi,Suicune,Butterfree,Magnezone,Latios
2343500843,Alakazam,Latios,Gliscor,Skarmory,Reuniclus,Jirachi,Politoed,Mamoswine,Starmie,Scizor,Keldeo,Dragonite
2343881131,Garchomp,Volcarona,Conkeldurr,Starmie,Scizor,Dragonite,Tyranitar,Latias,Rotom-Wash,Alakazam,Landorus-Therian,Excadrill
2343976123,Xatu,Blissey,Dragonite,Cresselia,Excadrill,Ninetales,Latios,Jirachi,Rotom-Wash,Starmie,Dragonite,Mamoswine
2344336805,Reuniclus,Tyranitar,Ferrothorn,Jirachi,Garchomp,Excadrill,Politoed,Tentacruel,Ferrothorn,Thundurus-Therian,Latios,Garchomp
2344424550,Tyranitar,Alakazam,Heatran,Jellicent,Skarmory,Landorus-Therian,Abomasnow,Alakazam,Latios,Garchomp,Kyurem-Black,Jirachi
2344468043,Reuniclus,Tyranitar,Excadrill,Conkeldurr,Bronzong,Gyarados,Alakazam,Reuniclus,Landorus-Therian,Conkeldurr,Celebi,Heatran
2344478268,Bronzong,Xatu,Conkeldurr,Reuniclus,Ursaring,Marowak,Alakazam,Reuniclus,Landorus-Therian,Conkeldurr,Celebi,Heatran
2344524032,Kyurem-Black,Archeops,Carracosta,Starmie,Zoroark,Klinklang,Kingdra,Mew,Magnezone,Latias,Garchomp,Spiritomb
2344531527,Tyranitar,Landorus-Therian,Excadrill,Garchomp,Celebi,Rotom-Wash,Politoed,Starmie,Thundurus-Therian,Keldeo,Latios,Ferrothorn
2344591568,Politoed,Keldeo-Resolute,Jirachi,Tentacruel,Ferrothorn,Thundurus-Therian,Latios,Jirachi,Rotom-Wash,Starmie,Dragonite,Mamoswine
2344613125,Honchkrow,Terrakion,Garchomp,Conkeldurr,Keldeo-Resolute,Breloom,Kyurem-Black,Tornadus,Politoed,Tentacruel,Ferrothorn,Landorus-Therian
2344616303,Honchkrow,Terrakion,Garchomp,Conkeldurr,Keldeo-Resolute,Breloom,Kyurem-Black,Tornadus,Politoed,Tentacruel,Ferrothorn,Landorus-Therian
2344634044,Ferrothorn,Gyarados,Thundurus-Therian,Heatran,Latios,Conkeldurr,Tyranitar,Hydreigon,Amoonguss,Skarmory,Garchomp,Latios
2344794851,Politoed,Keldeo-Resolute,Jirachi,Tentacruel,Ferrothorn,Thundurus-Therian,Latios,Jirachi,Rotom-Wash,Starmie,Dragonite,Mamoswine
2344858417,Politoed,Azumarill,Toxicroak,Keldeo,Ferrothorn,Thundurus-Therian,Politoed,Ferrothorn,Thundurus-Therian,Breloom,Latios,Tentacruel
2345178066,Politoed,Rotom-Wash,Keldeo,Ferrothorn,Latios,Jirachi,Tyranitar,Gliscor,Mienshao,Jellicent,Latios,Forretress
2345319905,Tyranitar,Ferrothorn,Excadrill,Keldeo,Landorus-Therian,Latios,Tyranitar,Forretress,Zapdos,Alakazam,Seismitoad,Hydreigon
2345341064,Xatu,Blissey,Dragonite,Cresselia,Excadrill,Ninetales,Politoed,Ferrothorn,Tentacruel,Keldeo-Resolute,Latios,Thundurus-Therian
2345466942,Tyranitar,Garchomp,Rotom-Wash,Landorus-Therian,Jirachi,Latios,Jirachi,Scizor,Celebi,Gyarados,Heatran,Starmie
2345508874,Tyranitar,Landorus-Therian,Rotom-Wash,Ferrothorn,Alakazam,Latios,Celebi,Terrakion,Keldeo,Landorus-Therian,Tyranitar,Heatran
2345520172,Azelf,Celebi,Heatran,Excadrill,Zapdos,Breloom,Politoed,Toxicroak,Ferrothorn,Garchomp,Starmie,Cofagrigus
2345770631,Politoed,Tentacruel,Ferrothorn,Keldeo-Resolute,Thundurus-Therian,Latios,Azelf,Celebi,Heatran,Excadrill,Zapdos,Breloom
2345863492,Tyranitar,Amoonguss,Excadrill,Keldeo,Gliscor,Mamoswine,Tyranitar,Excadrill,Jirachi,Landorus-Therian,Reuniclus,Jellicent
2345977678,Jellicent,Scizor,Starmie,Heatran,Ninetales,Landorus-Therian,Tyranitar,Amoonguss,Excadrill,Keldeo,Gliscor,Mamoswine
2345980730,Starmie,Magnezone,Alakazam,Breloom,Gliscor,Tyranitar,Tyranitar,Amoonguss,Excadrill,Keldeo,Gliscor,Mamoswine
2346155635,Abomasnow,Garchomp,Dragonite,Jirachi,Starmie,Kyurem-Black,Latios,Jirachi,Rotom-Wash,Starmie,Dragonite,Mamoswine
2346165391,Tyranitar,Latios,Ferrothorn,Rotom-Wash,Landorus-Therian,Alakazam,Latios,Jirachi,Rotom-Wash,Starmie,Dragonite,Mamoswine
2346215531,Kyurem-Black,Latios,Politoed,Ferrothorn,Keldeo,Landorus-Therian,Abomasnow,Garchomp,Dragonite,Jirachi,Starmie,Kyurem-Black
2346240867,Gliscor,Gyarados,Celebi,Heatran,Espeon,Keldeo,Politoed,Basculin,Latias,Terrakion,Scizor,Thundurus-Therian
2346286735,Abomasnow,Chandelure,Forretress,Jellicent,Conkeldurr,Reuniclus,Breloom,Jirachi,Landorus-Therian,Latios,Reuniclus,Rotom-Wash
2346345860,Gyarados,Sableye,Magnezone,Jellicent,Skarmory,Excadrill,Tyranitar,Gliscor,Reuniclus,Skarmory,Gastrodon,Alakazam
2346368678,Tyranitar,Garchomp,Mamoswine,Magnezone,Latios,Keldeo,Jirachi,Donphan,Haxorus,Porygon2,Ninetales,Volcarona
2346679525,Abomasnow,Blissey,Gliscor,Jirachi,Starmie,Kyurem,Skarmory,Tentacruel,Chansey,Gliscor,Jellicent,Quagsire
2346751244,Abomasnow,Garchomp,Dragonite,Jirachi,Starmie,Kyurem-Black,Tyranitar,Gliscor,Skarmory,Jellicent,Latios,Alakazam
2346754770,Tyranitar,Landorus-Therian,Ferrothorn,Latios,Alakazam,Jellicent,Tangrowth,Starmie,Forretress,Blissey,Jirachi,Suicune
2346966248,Politoed,Toxicroak,Ferrothorn,Garchomp,Starmie,Zoroark,Tyranitar,Garchomp,Jellicent,Skarmory,Scizor,Jirachi
2347312294,Abomasnow,Garchomp,Dragonite,Jirachi,Starmie,Kyurem-Black,Tyranitar,Gliscor,Skarmory,Jellicent,Latios,Alakazam
2347328475,Politoed,Ferrothorn,Chansey,Gothitelle,Skarmory,Tentacruel,Mew,Keldeo-Resolute,Tyranitar,Latios,Jirachi,Landorus-Therian
2347584835,Ninetales,Forretress,Xatu,Volcarona,Dragonite,Garchomp,Garchomp,Mamoswine,Dragonite,Starmie,Kyurem-Black,Jirachi
2348044048,Feraligatr,Politoed,Keldeo,Garchomp,Celebi,Jirachi,Politoed,Skarmory,Chansey,Gliscor,Ferrothorn,Tentacruel
2348053645,Tyranitar,Alakazam,Latios,Ferrothorn,Keldeo,Landorus-Therian,Latios,Jirachi,Rotom-Wash,Starmie,Dragonite,Mamoswine
2349236287,Excadrill,Garchomp,Tyranitar,Scizor,Skarmory,Gengar,Terrakion,Tyranitar,Reuniclus,Excadrill,Rotom-Wash,Celebi
2349703745,Politoed,Thundurus-Therian,Tentacruel,Ferrothorn,Landorus-Therian,Alakazam,Kyurem-Black,Starmie,Mew,Jirachi,Heatran,Garchomp
2349769364,Jirachi,Donphan,Gastrodon,Politoed,Lapras,Dragonite,Tyranitar,Magnezone,Terrakion,Latios,Scizor,Landorus-Therian
2349842540,Skarmory,Spiritomb,Kyurem-Black,Magnezone,Garchomp,Dragonite,Tyranitar,Garchomp,Jellicent,Skarmory,Scizor,Jirachi
2349865574,Onix,Scizor,Latios,Espeon,Darmanitan,Breloom,Reuniclus,Latios,Blissey,Forretress,Gliscor,Abomasnow
2349871394,Latios,Skarmory,Alakazam,Mamoswine,Jirachi,Jellicent,Politoed,Breloom,Thundurus-Therian,Latios,Ferrothorn,Starmie
2349929732,Landorus-Therian,Latios,Jirachi,Politoed,Tentacruel,Keldeo,Dusclops,Conkeldurr,Scizor,Tentacruel,Dragonite,Metagross
2350002142,Skarmory,Kyurem-Black,Chansey,Politoed,Tentacruel,Tangrowth,Politoed,Ferrothorn,Tentacruel,Keldeo-Resolute,Thundurus-Therian,Latios
2350107828,Tyranitar,Alakazam,Latios,Ferrothorn,Keldeo,Landorus-Therian,Politoed,Ferrothorn,Tentacruel,Keldeo-Resolute,Thundurus-Therian,Latios
2350243702,Latios,Magnezone,Starmie,Garchomp,Salamence,Jirachi,Tyranitar,Gliscor,Skarmory,Reuniclus,Latios,Alakazam
2350282102,Hippowdon,Garchomp,Magnezone,Starmie,Dragonite,Scizor,Jirachi,Latios,Starmie,Landorus-Therian,Magnezone,Tyranitar
2350285619,Hippowdon,Skarmory,Reuniclus,Blissey,Excadrill,Jellicent,Skarmory,Jellicent,Tyranitar,Ditto,Latios,Alakazam
2350725789,Tyranitar,Excadrill,Ferrothorn,Latios,Jirachi,Alakazam,Tyranitar,Gliscor,Forretress,Latios,Jellicent,Terrakion
2350746867,Politoed,Thundurus-Therian,Keldeo,Tentacruel,Landorus-Therian,Latios,Volcarona,Hydreigon,Mamoswine,Magnezone,Toxicroak,Politoed
2350797654,Magnezone,Terrakion,Latios,Ferrothorn,Latias,Forretress,Hippowdon,Skarmory,Reuniclus,Clefable,Latias,Bronzong
2350804649,Latios,Diglett,Xatu,Politoed,Tornadus,Scizor,Tyranitar,Terrakion,Landorus-Therian,Suicune,Amoonguss,Magnezone
2350811680,Politoed,Ferrothorn,Tentacruel,Keldeo-Resolute,Thundurus-Therian,Latios,Metagross,Gyarados,Azelf,Latios,Tyranitar,Virizion
2351014805,Hippowdon,Garchomp,Magnezone,Starmie,Dragonite,Scizor,Jirachi,Latios,Starmie,Landorus-Therian,Magnezone,Tyranitar
2351044028,Tyranitar,Landorus-Therian,Heatran,Jellicent,Ferrothorn,Latios,Politoed,Donphan,Tornadus,Keldeo-Resolute,Froslass,Scizor
2352023003,Mamoswine,Thundurus-Therian,Ferrothorn,Latios,Keldeo,Starmie,Politoed,Gliscor,Tentacruel,Ferrothorn,Sableye,Thundurus-Therian
2352044135,Breloom,Heatran,Rotom-Wash,Jirachi,Latias,Landorus-Therian,Kyurem-Black,Tyranitar,Gastrodon-East,Forretress,Keldeo,Landorus-Therian
2352271874,Alakazam,Porygon2,Rhyperior,Bronzong,Hariyama,Reuniclus,Jirachi,Latios,Starmie,Landorus-Therian,Magnezone,Tyranitar
2352310233,Tyranitar,Skarmory,Gastrodon-East,Reuniclus,Alakazam,Gliscor,Bronzong,Porygon2,Rhyperior,Hariyama,Reuniclus,Alakazam
2352318159,Ninetales,Infernape,Garchomp,Excadrill,Celebi,Slowbro,Bronzong,Porygon2,Rhyperior,Hariyama,Reuniclus,Alakazam
2352360175,Bronzong,Porygon2,Rhyperior,Hariyama,Reuniclus,Alakazam,Kyurem-Black,Tyranitar,Gastrodon-East,Forretress,Landorus-Therian,Keldeo
2352383969,Tyranitar,Amoonguss,Starmie,Alakazam,Heatran,Skarmory,Alakazam,Skarmory,Gengar,Scizor,Toxicroak,Dragonite
2353006641,Garchomp,Dragonite,Starmie,Latias,Volcarona,Jirachi,Garchomp,Dragonite,Latios,Starmie,Metagross,Scizor
2353021402,Bronzong,Crawdaunt,Reuniclus,Conkeldurr,Garchomp,Nidoqueen,Dragonite,Azelf,Starmie,Scizor,Gengar,Garchomp
