Tag,Player,Elo,Pokemon 1,Pokemon 2,Pokemon 3,Pokemon 4,Pokemon 5,Pokemon 6,LeadPokemon,TurnCount,Result,Pokemon 1 Move 1,Pokemon 1 Move 2,Pokemon 1 Move 3,Pokemon 1 Move 4,Pokemon 2 Move 1,Pokemon 2 Move 2,Pokemon 2 Move 3,Pokemon 2 Move 4,Pokemon 3 Move 1,Pokemon 3 Move 2,Pokemon 3 Move 3,Pokemon 3 Move 4,Pokemon 4 Move 1,Pokemon 4 Move 2,Pokemon 4 Move 3,Pokemon 4 Move 4,Pokemon 5 Move 1,Pokemon 5 Move 2,Pokemon 5 Move 3,Pokemon 5 Move 4,Pokemon 6 Move 1,Pokemon 6 Move 2,Pokemon 6 Move 3,Pokemon 6 Move 4,Weather-Rain,Weather-Sand
2330300222,yerados,1330,Landorus-Therian,Dragonite,Magnezone,Starmie,Kyurem-Black,Jirachi,Magnezone,24,win,Earthquake,Stealth Rock,None,None,Extreme Speed,None,None,None,Volt Switch,Hidden Power,None,None,Thunder,None,None,None,Dragon Claw,None,None,None,Iron Head,None,None,None,0,0
2330338300,Xyzzy 1,1363,Hippowdon,Reuniclus,Ferrothorn,Excadrill,Magnezone,Latios,Hippowdon,38,lose,Stealth Rock,Slack Off,None,None,Psyshock,Calm Mind,None,None,Spikes,Protect,Leech Seed,None,None,None,None,None,Thunderbolt,None,None,None,Draco Meteor,Surf,Thunder Wave,None,0,0
2330377675,OrangeFang,1309,Starmie,Blissey,Skarmory,Garchomp,Dusclops,Drapion,Garchomp,109,win,Rapid Spin,Psyshock,Recover,None,Soft-Boiled,Seismic Toss,Heal Bell,Thunder Wave,Roost,Spikes,None,None,Draco Meteor,Stealth Rock,Fire Blast,Earthquake,Pain Split,Night Shade,None,None,Crunch,None,None,None,0,0
2330525801,BestJingjing,1315,Starmie,Lucario,Metagross,Scizor,Dragonite,Mamoswine,Starmie,17,win,Thunder,Blizzard,Hydro Pump,None,Extreme Speed,None,None,None,Psychic,None,None,None,Bullet Punch,None,None,None,Dragon Claw,Extreme Speed,None,None,None,None,None,None,0,0
2330544857,el janitor,1384,Azelf,Celebi,Heatran,Excadrill,Zapdos,Breloom,Zapdos,12,win,None,None,None,None,Thunder Wave,U-turn,Recover,None,Toxic,Protect,None,None,None,None,None,None,Heat Wave,None,None,None,Mach Punch,None,None,None,0,0
2330546018,Cinema Staff Fan,1443,Politoed,Metagross,Tentacruel,Thundurus-Therian,Toxicroak,Keldeo,Metagross,27,lose,Scald,Ice Beam,None,None,None,None,None,None,Scald,Protect,Toxic,None,Agility,Hidden Power,None,None,Swords Dance,None,None,None,Secret Sword,None,None,None,0,1
2330694275,Sinodin,1431,Politoed,Ferrothorn,Thundurus-Therian,Tentacruel,Keldeo,Latios,Politoed,25,lose,Scald,Ice Beam,None,None,Stealth Rock,None,None,None,Volt Switch,Hidden Power,None,None,Rapid Spin,None,None,None,Calm Mind,Scald,None,None,Draco Meteor,Surf,None,None,0,1
2330696902,baixiaohen,1410,Garchomp,Mamoswine,Ferrothorn,Jellicent,Tyranitar,Excadrill,Tyranitar,19,lose,Draco Meteor,None,None,None,Earthquake,None,None,None,Gyro Ball,None,None,None,Will-O-Wisp,None,None,None,Ice Beam,Fire Blast,None,None,Swords Dance,Earthquake,Rapid Spin,Iron Head,0,0
2330710690,fyvgkjgbr,1484,Politoed,Ferrothorn,Tentacruel,Keldeo-Resolute,Thundurus-Therian,Latios,Politoed,21,lose,Scald,Encore,Protect,None,None,None,None,None,None,None,None,None,Secret Sword,Surf,None,None,None,None,None,None,Draco Meteor,None,None,None,0,1
2330720017,Xyzzy 1,1363,Hippowdon,Reuniclus,Ferrothorn,Excadrill,Magnezone,Latios,Hippowdon,38,lose,Stealth Rock,Slack Off,None,None,Psyshock,Calm Mind,None,None,Spikes,Protect,Leech Seed,None,None,None,None,None,Thunderbolt,None,None,None,Draco Meteor,Surf,Thunder Wave,None,0,0
2330758448,binglll,1450,Jirachi,Landorus-Therian,Breloom,Reuniclus,Latios,Rotom-Wash,Jirachi,41,lose,U-turn,Iron Head,Wish,None,Stealth Rock,None,None,None,Swords Dance,Facade,Protect,None,Psychic,Calm Mind,None,None,None,None,None,None,Pain Split,Hydro Pump,Volt Switch,None,0,0
2330800699,donkedonkemonke,1325,Politoed,Tentacruel,Ferrothorn,Keldeo-Resolute,Thundurus-Therian,Latios,Politoed,36,lose,Scald,Toxic,Encore,Protect,Rapid Spin,Protect,None,None,Stealth Rock,Power Whip,Knock Off,None,Hidden Power,None,None,None,Thunder,Substitute,None,None,Dragon Pulse,Draco Meteor,None,None,0,1
2330834246,veyidgas,1361,Jirachi,Rotom-Wash,Excadrill,Landorus-Therian,Tyranitar,Latios,Tyranitar,34,lose,Fire Punch,U-turn,Stealth Rock,None,Will-O-Wisp,None,None,None,None,None,None,None,Earthquake,U-turn,None,None,Crunch,None,None,None,Recover,Draco Meteor,None,None,1,0
2330836153,ChrisCross1990,1407,Tyranitar,Excadrill,Jellicent,Conkeldurr,Garchomp,Landorus-Therian,Conkeldurr,18,lose,Pursuit,None,None,None,Rapid Spin,Iron Head,None,None,Water Spout,None,None,None,Mach Punch,Drain Punch,None,None,Flamethrower,None,None,None,Smack Down,None,None,None,1,0
2330849800,9TEnTaCLeSurPriSe,1377,Abomasnow,Latios,Garchomp,Jirachi,Kyurem-Black,Reuniclus,Abomasnow,18,lose,Ice Shard,None,None,None,None,None,None,None,Earthquake,None,None,None,Iron Head,Stealth Rock,None,None,Freeze Shock,Fusion Bolt,Outrage,None,Calm Mind,Recover,Focus Blast,None,0,0
2330868998,macthemachine,1363,Ninetales,Darmanitan,Victini,Salamence,Chansey,Cobalion,Ninetales,23,lose,Energy Ball,None,None,None,Flare Blitz,Superpower,None,None,None,None,None,None,Protect,None,None,None,Seismic Toss,Thunder Wave,None,None,Close Combat,Hidden Power,Volt Switch,None,0,0
2331025235,Neighthan Trainer,1317,Starmie,Krookodile,Dragonite,Crobat,Rotom-Wash,Dusclops,Krookodile,14,lose,None,None,None,None,Crunch,Earthquake,Stealth Rock,None,None,None,None,None,Nasty Plot,None,None,None,None,None,None,None,Night Shade,None,None,None,0,0
2331045467,hail nightmare,1500,Tyranitar,Landorus-Therian,Ferrothorn,Excadrill,Keldeo-Resolute,Latias,Ferrothorn,31,win,Crunch,Pursuit,None,None,Earthquake,Superpower,None,None,Spikes,Stealth Rock,Power Whip,Explosion,Rapid Spin,Iron Head,None,None,Secret Sword,None,None,None,Roost,Thunder,None,None,1,0
2331321403,Meloriver ヽ͜,1440,Politoed,Skarmory,Ferrothorn,Tentacruel,Chansey,Gliscor,Politoed,63,win,None,None,None,None,Whirlwind,Spikes,None,None,Stealth Rock,Protect,None,None,Rapid Spin,None,None,None,Seismic Toss,Toxic,Soft-Boiled,Aromatherapy,Substitute,Earthquake,Protect,Toxic,0,1
2331374020,tbt123,1339,Reuniclus,Tyranitar,Excadrill,Conkeldurr,Bronzong,Gyarados,Gyarados,30,lose,Shadow Ball,Trick Room,Focus Blast,None,Crunch,Superpower,None,None,Iron Head,None,None,None,Hammer Arm,None,None,None,Explosion,Trick Room,Stealth Rock,None,Substitute,Waterfall,None,None,0,0
2331451865,AltTestingAlt,1308,Alomomola,Amoonguss,Quagsire,Chansey,Blissey,Forretress,Forretress,15,lose,Protect,Toxic,Wish,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Rapid Spin,None,None,None,0,0
2332022612,Tangyz,1354,Politoed,Latios,Ferrothorn,Keldeo,Excadrill,Thundurus-Therian,Politoed,21,win,Scald,None,None,None,Draco Meteor,None,None,None,Gyro Ball,None,None,None,None,None,None,None,Earthquake,None,None,None,Thunder,None,None,None,0,1
2332337771,Blossummm,1504,Tyranitar,Alakazam,Rotom-Wash,Landorus-Therian,Latios,Ferrothorn,Tyranitar,40,lose,Crunch,Fire Blast,None,None,Shadow Ball,Grass Knot,None,None,Hidden Power,None,None,None,Stone Edge,Hidden Power,U-turn,None,Recover,Dragon Pulse,Calm Mind,None,Stealth Rock,Power Whip,Leech Seed,Thunder Wave,1,0
2332449495,Crowned Crystals ♔,1580,Hippowdon,Reuniclus,Ferrothorn,Latios,Rotom-Wash,Excadrill,Hippowdon,37,win,Stealth Rock,Slack Off,Rock Slide,None,Psyshock,Thunder Wave,None,None,Spikes,Leech Seed,Knock Off,None,Hidden Power,Calm Mind,None,None,Hydro Pump,Volt Switch,None,None,Rapid Spin,Iron Head,None,None,0,0
2332456323,maple_syrup689hoe,1358,Abomasnow,Walrein,Ferrothorn,Tentacruel,Garchomp,Reuniclus,Garchomp,21,lose,Protect,Blizzard,None,None,None,None,None,None,Spikes,Leech Seed,None,None,Scald,None,None,None,Stealth Rock,None,None,None,Psychic,Hidden Power,None,None,0,0
2332501713,roa dom,1399,Ninetales,Excadrill,Heatran,Moltres,Dugtrio,Jellicent,Ninetales,26,lose,None,None,None,None,Earthquake,None,None,None,Lava Plume,Stealth Rock,None,None,U-turn,Flamethrower,Air Slash,None,Rock Tomb,Screech,Earthquake,None,Taunt,Recover,Will-O-Wisp,None,0,0
2332567055,sugarhigh,1425,Salamence,Dragonite,Magnezone,Latios,Jirachi,Terrakion,Latios,24,win,Outrage,None,None,None,Dragon Dance,Dragon Claw,Fire Punch,None,Thunderbolt,Substitute,None,None,Draco Meteor,None,None,None,U-turn,Iron Head,None,None,Taunt,Close Combat,Stone Edge,Stealth Rock,0,0
2333057988,el janitor,1376,Azelf,Celebi,Heatran,Excadrill,Zapdos,Breloom,Breloom,21,win,U-turn,None,None,None,U-turn,None,None,None,Toxic,Earth Power,Magma Storm,Protect,Earthquake,None,None,None,Heat Wave,Hidden Power,None,None,Superpower,Mach Punch,None,None,0,0
2333087012,refsunpersons(),1468,Gliscor,Tyranitar,Latios,Excadrill,Amoonguss,Magnezone,Tyranitar,37,lose,Protect,None,None,None,None,None,None,None,Dragon Pulse,Draco Meteor,None,None,None,None,None,None,Giga Drain,Stun Spore,Spore,None,Hidden Power,Flash Cannon,Thunderbolt,None,0,0
2333198646,onionbunion,1491,Tyranitar,Excadrill,Rotom-Wash,Landorus-Therian,Latios,Alakazam,Rotom-Wash,22,lose,Crunch,None,None,None,None,None,None,None,Pain Split,Hydro Pump,Will-O-Wisp,Volt Switch,None,None,None,None,Draco Meteor,None,None,None,Psyshock,Hidden Power,None,None,1,0
2333338496,Hans Bloodsmith,1363,Volcarona,Hydreigon,Mamoswine,Magnezone,Toxicroak,Politoed,Politoed,16,lose,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0
2333363021,qingruo,1375,Kyurem,Magnezone,Scizor,Starmie,Salamence,Landorus-Therian,Kyurem,23,lose,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0
2333399484,Tangyz,1423,Politoed,Latios,Ferrothorn,Keldeo,Excadrill,Thundurus-Therian,Latios,14,lose,Focus Blast,None,None,None,Draco Meteor,Dragon Pulse,None,None,Stealth Rock,Power Whip,None,None,None,None,None,None,Protect,None,None,None,Focus Blast,None,None,None,0,1
2333637424,Hans Bloodsmith,1336,Volcarona,Hydreigon,Mamoswine,Magnezone,Toxicroak,Politoed,Politoed,26,win,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0
2333739093,GimmickMigui,1430,Abomasnow,Garchomp,Jirachi,Starmie,Mamoswine,Latios,Abomasnow,19,win,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0
2333916134,BlueHairedLass,1435,Breloom,Landorus-Therian,Latios,Rotom-Wash,Jirachi,Magnezone,Landorus-Therian,23,lose,Superpower,Mach Punch,None,None,Hidden Power,Stealth Rock,U-turn,None,Surf,Calm Mind,None,None,Volt Switch,None,None,None,U-turn,None,None,None,Thunderbolt,None,None,None,0,0
2334224685,halplox,1405,Conkeldurr,Garchomp,Starmie,Mamoswine,Scizor,Salamence,Garchomp,4,lose,None,None,None,None,Outrage,None,None,None,Hidden Power,None,None,None,Icicle Crash,None,None,None,None,None,None,None,None,None,None,None,0,0
2334225757,cdrgcde,1352,Politoed,Jirachi,Scizor,Starmie,Dragonite,Ferrothorn,Ferrothorn,24,win,Encore,None,None,None,Healing Wish,Trick,None,None,U-turn,None,None,None,Rapid Spin,Thunder,Hydro Pump,None,Dragon Dance,Earthquake,Outrage,None,Spikes,Stealth Rock,Power Whip,Explosion,0,0
2334524561,lazyhrpseal,1401,Tyranitar,Heatran,Garchomp,Skarmory,Jellicent,Hydreigon,Hydreigon,27,lose,Superpower,Pursuit,None,None,Lava Plume,Earth Power,Stealth Rock,Protect,Outrage,None,None,None,Spikes,None,None,None,Will-O-Wisp,None,None,None,Earth Power,Flamethrower,None,None,0,0
2334661729,frogfacts,1344,Archeops,Garchomp,Dragonite,Scizor,Starmie,Volcarona,Archeops,32,win,Taunt,Stealth Rock,None,None,Outrage,Swords Dance,None,None,None,None,None,None,Superpower,Swords Dance,None,None,Surf,Thunderbolt,Ice Beam,None,Bug Buzz,Fire Blast,Quiver Dance,None,0,0
2334671797,xpeps_10,1330,Rotom-Wash,Landorus-Therian,Tyranitar,Alakazam,Keldeo,Excadrill,Rotom-Wash,21,win,Pain Split,Will-O-Wisp,Volt Switch,None,None,None,None,None,Crunch,Stealth Rock,None,None,None,None,None,None,None,None,None,None,Rock Slide,Earthquake,Rapid Spin,None,1,0
2334811592,Hans Bloodsmith,1395,Volcarona,Hydreigon,Mamoswine,Magnezone,Toxicroak,Politoed,Hydreigon,29,win,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0
2334938522,cdrgcde,1358,Politoed,Jirachi,Scizor,Starmie,Ferrothorn,Dragonite,Scizor,36,lose,Scald,Toxic,Protect,None,U-turn,None,None,None,None,None,None,None,Rapid Spin,Thunder,Ice Beam,None,Stealth Rock,None,None,None,Dragon Dance,Outrage,None,None,0,0
2334953237,cdrgcde,1330,Politoed,Jirachi,Thundurus-Therian,Starmie,Ferrothorn,Dragonite,Ferrothorn,34,win,Scald,Toxic,Protect,None,Ice Punch,Healing Wish,None,None,None,None,None,None,Thunder,Ice Beam,None,None,Stealth Rock,None,None,None,Superpower,Dragon Dance,Earthquake,None,0,1
2335023718,Tangyz,1294,Politoed,Latios,Ferrothorn,Keldeo,Excadrill,Thundurus-Therian,Excadrill,46,win,Scald,Toxic,Encore,Protect,Draco Meteor,Surf,None,None,Stealth Rock,None,None,None,Hidden Power,Secret Sword,None,None,Earthquake,None,None,None,Hidden Power,Thunder,Focus Blast,None,0,1
2335046278,GreatDG,1368,Scizor,Salamence,Gyarados,Volcarona,Breloom,Mamoswine,Mamoswine,22,win,Pursuit,None,None,None,None,None,None,None,Waterfall,None,None,None,Hidden Power,Quiver Dance,Fiery Dance,None,Mach Punch,Bullet Seed,None,None,Stone Edge,Stealth Rock,None,None,0,0
2335051704,cdrgcde,1328,Politoed,Jirachi,Thundurus-Therian,Starmie,Ferrothorn,Dragonite,Ferrothorn,18,win,Scald,None,None,None,U-turn,None,None,None,Thunder,Focus Blast,None,None,Hydro Pump,None,None,None,Stealth Rock,Explosion,None,None,None,None,None,None,0,1
2335068647,Tangyz,1363,Politoed,Latios,Ferrothorn,Keldeo,Excadrill,Thundurus-Therian,Latios,95,lose,Scald,Encore,Protect,None,Recover,Trick,Draco Meteor,Surf,Stealth Rock,Power Whip,Gyro Ball,None,Hydro Pump,Surf,None,None,Rapid Spin,Earthquake,Iron Head,None,Hidden Power,Thunder,Nasty Plot,None,0,1
2335069866,Accelerock Ttar,1449,Politoed,Ferrothorn,Tentacruel,Keldeo,Landorus-Therian,Latios,Landorus-Therian,44,lose,Scald,Toxic,Protect,None,Spikes,None,None,None,Scald,Rapid Spin,Protect,None,Hidden Power,None,None,None,None,None,None,None,Draco Meteor,None,None,None,0,1
2335085161,cdrgcde,1367,Tyranitar,Excadrill,Gliscor,Skarmory,Amoonguss,Alakazam,Gliscor,34,win,Superpower,Stealth Rock,None,None,Iron Head,None,None,None,Earthquake,Protect,Taunt,None,Spikes,Whirlwind,None,None,None,None,None,None,Psychic,Focus Blast,Signal Beam,None,1,0
2335094621,baixiaohen,1435,Jirachi,Scizor,Celebi,Gyarados,Heatran,Starmie,Heatran,15,lose,U-turn,None,None,None,None,None,None,None,None,None,None,None,Dragon Dance,Ice Fang,None,None,Will-O-Wisp,None,None,None,Hydro Pump,None,None,None,0,0
2335150344,mello bwfan#1,1310,Mew,Garchomp,Tornadus,Kyurem-Black,Scizor,Gyarados,Mew,15,lose,Stealth Rock,Tailwind,Explosion,None,None,None,None,None,Tailwind,None,None,None,Outrage,None,None,None,Superpower,Swords Dance,None,None,Waterfall,None,None,None,0,0
2335176989,baixiaohen,1350,Keldeo-Resolute,Latios,Jirachi,Rotom-Wash,Mamoswine,Starmie,Latios,36,win,None,None,None,None,Trick,Draco Meteor,Psychic,None,U-turn,Body Slam,Stealth Rock,None,Hydro Pump,Will-O-Wisp,None,None,Earthquake,Ice Shard,None,None,Rapid Spin,Trick,None,None,0,0
2335425218,cdrgcde,1376,Hippowdon,Skarmory,Clefable,Starmie,Gliscor,Jirachi,Hippowdon,29,win,Earthquake,None,None,None,None,None,None,None,Stealth Rock,None,None,None,Rapid Spin,None,None,None,Ice Fang,Protect,Taunt,None,Protect,Iron Head,Wish,Body Slam,0,0
2335774143,Bluey5413,1419,Abomasnow,Kyurem-Black,Magnezone,Latios,Jirachi,Garchomp,Kyurem-Black,22,lose,None,None,None,None,Outrage,None,None,None,Hidden Power,Sunny Day,Thunderbolt,None,None,None,None,None,Healing Wish,Stealth Rock,None,None,Dual Chop,Outrage,None,None,0,0
2335782931,Bluey5413,1372,Abomasnow,Kyurem-Black,Magnezone,Latios,Jirachi,Garchomp,Latios,5,lose,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0
2335818575,Tangyz,1354,Politoed,Latios,Ferrothorn,Keldeo,Excadrill,Thundurus-Therian,Politoed,21,win,Scald,None,None,None,Draco Meteor,None,None,None,Gyro Ball,None,None,None,None,None,None,None,Earthquake,None,None,None,Thunder,None,None,None,0,1
2335980431,el poeta,1481,Tyranitar,Landorus-Therian,Jirachi,Latios,Terrakion,Rotom-Wash,Terrakion,18,win,Pursuit,None,None,None,Earthquake,None,None,None,None,None,None,None,Surf,None,None,None,Close Combat,Stone Edge,None,None,Hydro Pump,Volt Switch,None,None,1,0
2336015599,lazyhrpseal,1361,Forretress,Blissey,Tyranitar,Xatu,Jellicent,Gliscor,Xatu,22,lose,Spikes,Earthquake,None,None,Seismic Toss,Stealth Rock,Thunder Wave,None,Crunch,Superpower,Ice Beam,None,Reflect,Roost,None,None,None,None,None,None,None,None,None,None,0,0
2336364224,lazyhrpseal,1361,Forretress,Blissey,Tyranitar,Xatu,Jellicent,Gliscor,Xatu,22,lose,Spikes,Earthquake,None,None,Seismic Toss,Stealth Rock,Thunder Wave,None,Crunch,Superpower,Ice Beam,None,Reflect,Roost,None,None,None,None,None,None,None,None,None,None,0,0
2336473483,django kill,1339,Abomasnow,Blissey,Gliscor,Jirachi,Starmie,Kyurem,Abomasnow,56,win,Hidden Power,Giga Drain,Blizzard,Rest,Seismic Toss,Stealth Rock,Soft-Boiled,Thunder Wave,Earthquake,Ice Fang,Protect,Taunt,None,None,None,None,Rapid Spin,Scald,Recover,None,Draco Meteor,Blizzard,Dragon Pulse,None,0,0
2336592124,baixiaohen,1375,Jirachi,Scizor,Celebi,Gyarados,Heatran,Starmie,Heatran,35,win,Iron Head,None,None,None,None,None,None,None,Thunder Wave,Giga Drain,Psychic,Recover,None,None,None,None,Will-O-Wisp,Stealth Rock,None,None,Hydro Pump,Trick,None,None,0,0
2337197589,reshirampage,1473,Jirachi,Rotom-Wash,Latios,Ferrothorn,Landorus-Therian,Keldeo,Keldeo,31,win,U-turn,Wish,Stealth Rock,None,Hydro Pump,None,None,None,Surf,None,None,None,Power Whip,Knock Off,None,None,Hidden Power,U-turn,None,None,Focus Blast,Surf,Secret Sword,None,0,0
2337331881,AltTestingAlt,1357,Alomomola,Amoonguss,Quagsire,Chansey,Blissey,Xatu,Alomomola,18,win,Protect,Toxic,Wish,None,Sludge Bomb,Clear Smog,None,None,None,None,None,None,None,None,None,None,Ice Beam,None,None,None,Roost,Toxic,None,None,0,0
2337361748,dzf 114513,1407,Keldeo-Resolute,Starmie,Scizor,Thundurus-Therian,Honchkrow,Conkeldurr,Starmie,29,lose,None,None,None,None,None,None,None,None,Bullet Punch,Swords Dance,None,None,Agility,Thunder,Focus Blast,None,Pursuit,None,None,None,Ice Punch,Bulk Up,Drain Punch,None,0,0
2337397425,cdrgcde,1363,Tyranitar,Garchomp,Rotom-Wash,Landorus-Therian,Jirachi,Latios,Garchomp,26,win,Crunch,None,None,None,Stealth Rock,Fire Blast,Earthquake,None,Hydro Pump,Volt Switch,None,None,Earthquake,U-turn,None,None,Fire Punch,Thunder,Iron Head,Ice Punch,Draco Meteor,None,None,None,1,0
2337407018,AltTestingAlt,1323,Alomomola,Amoonguss,Quagsire,Chansey,Blissey,Xatu,Alomomola,5,lose,Protect,Toxic,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0
2337413166,baixiaohen,1341,Tyranitar,Garchomp,Skarmory,Hydreigon,Excadrill,Jellicent,Hydreigon,13,lose,Stone Edge,None,None,None,None,None,None,None,Roost,Whirlwind,Spikes,None,Dragon Pulse,Taunt,None,None,Rock Slide,None,None,None,None,None,None,None,0,0
2337434662,reshirampage,1401,Garchomp,Volcarona,Dragonite,Breloom,Starmie,Scizor,Garchomp,10,lose,Stealth Rock,Outrage,Swords Dance,None,None,None,None,None,Dragon Dance,Outrage,None,None,None,None,None,None,Rapid Spin,None,None,None,None,None,None,None,0,0
2337443289,AltTestingAlt,1290,Alomomola,Amoonguss,Quagsire,Chansey,Blissey,Xatu,Alomomola,27,win,Protect,Toxic,Wish,None,Sludge Bomb,Clear Smog,None,None,Counter,Toxic,None,None,Soft-Boiled,None,None,None,Ice Beam,None,None,None,None,None,None,None,0,0
2337661904,mello ss,1474,Keldeo,Jirachi,Excadrill,Dragonite,Celebi,Weavile,Jirachi,29,win,None,None,None,None,Energy Ball,Icy Wind,Iron Head,Hidden Power,Iron Head,None,None,None,Outrage,None,None,None,Swords Dance,Seed Bomb,Sucker Punch,None,Ice Shard,Swords Dance,None,None,0,0
2338163109,cdrgcde,1313,Tyranitar,Ferrothorn,Heatran,Landorus-Therian,Alakazam,Latios,Latios,21,win,None,None,None,None,Stealth Rock,Power Whip,Knock Off,None,None,None,None,None,U-turn,None,None,None,Psyshock,None,None,None,Recover,Substitute,Draco Meteor,Surf,1,0
2338190513,frogfacts,1401,Archeops,Garchomp,Dragonite,Scizor,Starmie,Volcarona,Archeops,25,lose,Stealth Rock,None,None,None,Earthquake,Outrage,None,None,Dragon Dance,Extreme Speed,Outrage,None,Pursuit,Bullet Punch,Superpower,Swords Dance,Thunderbolt,None,None,None,None,None,None,None,0,0
2338430106,Primary Trout,1559,Jirachi,Landorus-Therian,Salamence,Kyurem-Black,Scizor,Starmie,Scizor,20,win,Fire Punch,Icy Wind,None,None,Earthquake,Stealth Rock,U-turn,None,Draco Meteor,None,None,None,Ice Beam,None,None,None,Bullet Punch,U-turn,None,None,Scald,None,None,None,0,0
2338475503,Bkcheese,1362,Ninetales,Darmanitan,Volcarona,Chansey,Starmie,Xatu,Ninetales,4,lose,None,None,None,None,Flare Blitz,None,None,None,Quiver Dance,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0
2338630483,cdrgcde,1332,Tyranitar,Ferrothorn,Heatran,Landorus-Therian,Alakazam,Latios,Latios,31,win,Crunch,None,None,None,Stealth Rock,Knock Off,None,None,Flamethrower,None,None,None,Hidden Power,None,None,None,Psyshock,Hidden Power,Substitute,None,Recover,Substitute,Draco Meteor,Surf,1,0
2338806206,off with his head,1314,Lucario,Garchomp,Togekiss,Milotic,Roserade,Spiritomb,Milotic,25,win,Extreme Speed,Close Combat,None,None,Draco Meteor,Stealth Rock,None,None,None,None,None,None,Scald,Sleep Talk,Rest,Dragon Tail,Hidden Power,Sludge Bomb,None,None,None,None,None,None,0,0
2338995805,ChrisCross1990,1434,Landorus-Therian,Metagross,Celebi,Conkeldurr,Donphan,Ditto,Ditto,24,lose,U-turn,None,None,None,Explosion,None,None,None,Thunder Wave,Stealth Rock,Giga Drain,None,Ice Punch,Bulk Up,Mach Punch,Drain Punch,Earthquake,Rapid Spin,Ice Shard,None,None,None,None,None,0,0
2339009988,cinema staff fan,1371,Politoed,Tornadus,Starmie,Landorus-Therian,Salamence,Ferrothorn,Tornadus,31,lose,Scald,Toxic,Refresh,Protect,Tailwind,Hurricane,U-turn,Focus Blast,Thunder,Ice Beam,None,None,Earthquake,U-turn,None,None,None,None,None,None,Stealth Rock,Gyro Ball,None,None,0,0
2339473560,lkhnnhjm,1289,Alakazam,Ferrothorn,Keldeo-Resolute,Mamoswine,Thundurus-Therian,Tyranitar,Tyranitar,28,win,Shadow Ball,None,None,None,None,None,None,None,Calm Mind,Taunt,Hydro Pump,None,None,None,None,None,Thunderbolt,None,None,None,Stone Edge,Low Kick,Pursuit,Curse,1,0
2339771174,bmy,1510,Breloom,Aerodactyl,Starmie,Gengar,Scizor,Dragonite,Aerodactyl,47,lose,Spore,None,None,None,Stone Edge,Stealth Rock,None,None,Psyshock,None,None,None,Focus Blast,None,None,None,Bullet Punch,None,None,None,Extreme Speed,None,None,None,0,0
2339924922,mello ss,1487,Keldeo,Jirachi,Excadrill,Dragonite,Celebi,Weavile,Jirachi,13,lose,Surf,None,None,None,Icy Wind,Hidden Power,None,None,Earthquake,None,None,None,Wing Attack,None,None,None,None,None,None,None,Ice Shard,None,None,None,0,0
2339932922,Hazess,1369,Infernape,Latios,Garchomp,Starmie,Jirachi,Thundurus-Therian,Starmie,13,lose,None,None,None,None,Trick,None,None,None,None,None,None,None,Thunder,None,None,None,U-turn,Iron Head,None,None,Focus Blast,None,None,None,0,0
2340364990,cdrgcde,1303,Tyranitar,Alakazam,Latios,Ferrothorn,Keldeo,Landorus-Therian,Landorus-Therian,46,win,Crunch,Pursuit,None,None,Psychic,Grass Knot,None,None,Draco Meteor,Trick,Surf,Roost,Spikes,Knock Off,Gyro Ball,None,Calm Mind,Hidden Power,Secret Sword,None,Hidden Power,Earthquake,Stealth Rock,U-turn,1,0
2340372069,BBQSauceEnjoyer,1353,Tyranitar,Skarmory,Alakazam,Landorus-Therian,Scizor,Gengar,Skarmory,19,lose,Crunch,None,None,None,Stealth Rock,Taunt,Spikes,None,Psychic,Focus Blast,None,None,Swords Dance,None,None,None,Bullet Punch,None,None,None,Focus Blast,None,None,None,1,0
2340373553,Jjang8779,1332,Ninetales,Kyurem-Black,Slowbro,Hitmontop,Landorus-Therian,Heatran,Ninetales,10,lose,None,None,None,None,Roost,Substitute,None,None,Trick,None,None,None,None,None,None,None,Earthquake,U-turn,None,None,None,None,None,None,0,0
2340409717,salaqisqis,1529,Gyarados,Excadrill,Latios,Gengar,Dragonite,Jirachi,Excadrill,39,lose,Bounce,Taunt,Dragon Dance,None,Earthquake,Rapid Spin,Stealth Rock,None,Trick,Draco Meteor,Dragon Pulse,None,Focus Blast,Shadow Ball,Substitute,Disable,Dragon Dance,Earthquake,None,None,Thunder,Icy Wind,Water Pulse,None,0,0
